jid,family,embedding_source,embedding_row_index,pca1,pca2,pca_fit_subset,preprocessing,source_npz_path,source_npz_key
JVASP-86028,oxide,last_alignn_pool,21,3.134238869458859,3.9931161810692193,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-42805,oxide,last_alignn_pool,22,2.098120625628595,5.492600745758488,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-85666,oxide,last_alignn_pool,23,0.1264489520698553,2.6148783778134725,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-98363,oxide,last_alignn_pool,24,6.166763713810203,0.5959931982889893,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-53082,oxide,last_alignn_pool,25,-7.258781594805298,6.6811040930812835,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-97343,oxide,last_alignn_pool,26,8.21738639846207,4.456341906335519,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-98452,oxide,last_alignn_pool,27,10.129306899983984,1.491309380978624,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-97756,oxide,last_alignn_pool,28,-1.5213634276413248,0.6317628906733894,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-86588,oxide,last_alignn_pool,29,8.899411575924649,2.4780282585435516,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-98001,oxide,last_alignn_pool,30,4.6204138727966395,6.816360806079121,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-90543,oxide,last_alignn_pool,31,10.643163956960041,3.4176959528221045,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-90344,oxide,last_alignn_pool,32,-0.9229831566621247,5.42886448701578,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-48654,oxide,last_alignn_pool,33,6.325751618790967,2.2625557128425844,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-87050,oxide,last_alignn_pool,34,11.819202613077909,-0.455117287715566,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-98303,oxide,last_alignn_pool,35,-0.03267767686866795,1.6271360634369438,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-48806,oxide,last_alignn_pool,36,8.800433859328262,2.629873589110409,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-43305,oxide,last_alignn_pool,37,1.8358824402287084,6.4805953061663,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-86450,oxide,last_alignn_pool,38,10.883071872927573,2.2091281260884155,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-97638,oxide,last_alignn_pool,39,9.313288276462616,3.0894739722218976,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-42591,oxide,last_alignn_pool,40,5.577092370847032,-0.4476924565952201,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-48105,oxide,last_alignn_pool,41,5.567407991191446,4.365529983176204,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-85671,oxide,last_alignn_pool,42,-0.35690400478989315,5.19233783071069,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-97639,oxide,last_alignn_pool,43,9.918890959748131,2.7615079265196276,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-88021,oxide,last_alignn_pool,44,1.4682856678149865,1.1167980278493024,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-98856,oxide,last_alignn_pool,45,5.6475101649119,3.032441948628246,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-86605,oxide,last_alignn_pool,46,-0.1281978691875172,5.746665099852461,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-97516,oxide,last_alignn_pool,47,6.77865604735794,3.9814926030169695,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-97597,oxide,last_alignn_pool,48,7.20254546315391,2.8163399651915975,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-50410,oxide,last_alignn_pool,49,11.819870560980625,0.8420204927390749,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-98759,oxide,last_alignn_pool,50,0.43898139201568664,5.671158523269347,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-52560,oxide,last_alignn_pool,51,12.833921822994306,0.19265045296607078,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-3333,oxide,last_alignn_pool,52,12.432270875509037,-2.5667398764821594,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-47979,oxide,last_alignn_pool,53,1.9531827745133468,6.011969008978206,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-42256,oxide,last_alignn_pool,54,7.392700290143475,2.056068134282931,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-85720,oxide,last_alignn_pool,55,2.4427144309600135,6.049246741586028,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-4921,oxide,last_alignn_pool,56,6.336787569408948,2.3669542393004863,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-98470,oxide,last_alignn_pool,57,7.065263441048389,4.399052173570067,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-88851,oxide,last_alignn_pool,58,6.070229013987612,3.9883828983151854,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-90721,oxide,last_alignn_pool,59,4.166668456062881,-1.7896895120938354,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-4924,oxide,last_alignn_pool,60,-2.374979797441856,5.477275932721473,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-97533,oxide,last_alignn_pool,61,-5.253215469593943,5.695274952612177,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-98876,oxide,last_alignn_pool,62,-4.807112271783067,3.1955110996379688,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-91950,oxide,last_alignn_pool,63,6.972753403352943,0.952967282454943,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-88025,oxide,last_alignn_pool,64,6.559302484637351,3.0733023075702777,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-97701,oxide,last_alignn_pool,65,2.0362662865602563,2.520087759615207,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-97780,oxide,last_alignn_pool,66,11.506607989724912,-0.17442605611907838,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-98641,oxide,last_alignn_pool,67,-0.8557934579463502,1.435532787318801,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-61252,oxide,last_alignn_pool,68,0.774337146919185,5.869926316377279,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-3186,oxide,last_alignn_pool,69,5.303483055359129,-3.3542623351542757,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-62895,oxide,last_alignn_pool,70,8.462042821368103,1.3555258707748763,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-98882,oxide,last_alignn_pool,71,0.776337400970373,6.670839157379451,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-98642,oxide,last_alignn_pool,72,4.878486670978682,3.743285960169622,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-62229,oxide,last_alignn_pool,73,-0.9746113673781177,6.0428123058279795,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-42554,oxide,last_alignn_pool,74,6.828891406378879,3.6374511873101034,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-88026,oxide,last_alignn_pool,75,7.065866516347112,4.09875086264463,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-47539,oxide,last_alignn_pool,76,0.14336867195387018,6.273493610161154,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-48322,oxide,last_alignn_pool,77,2.2744829580196537,5.668249426964827,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-98900,oxide,last_alignn_pool,78,6.683372656578046,3.203164462354213,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-98134,oxide,last_alignn_pool,79,4.6768557382902305,2.8558125705137996,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-85595,oxide,last_alignn_pool,80,7.456536409103174,3.6344822165148827,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-98483,oxide,last_alignn_pool,81,11.675333647952392,1.4448557345535733,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-61501,oxide,last_alignn_pool,82,7.10014953694136,3.9052132006672458,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-5536,oxide,last_alignn_pool,83,-0.8626785602097446,6.952783045220799,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-97540,oxide,last_alignn_pool,84,-2.2606076720037587,2.3495981411441953,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-98787,oxide,last_alignn_pool,85,11.085566669483093,1.0380009941858837,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-98645,oxide,last_alignn_pool,86,1.467274596107788,2.111867519598588,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-42244,oxide,last_alignn_pool,87,1.7500751234413274,-0.3938524295649933,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-98647,oxide,last_alignn_pool,88,3.9772974548759312,2.468442419466609,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-97787,oxide,last_alignn_pool,89,1.763843816624759,4.763820240112575,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-97845,oxide,last_alignn_pool,90,-4.8064766254911095,6.418583888306176,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-44617,oxide,last_alignn_pool,91,3.3742015576893922,6.4165039586213855,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-97546,oxide,last_alignn_pool,92,-2.3951414619981652,2.526622515071107,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-42248,oxide,last_alignn_pool,93,8.03282068120619,1.9920930959360599,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-97790,oxide,last_alignn_pool,94,6.9805346384365805,2.955975823254349,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-13960,oxide,last_alignn_pool,95,6.600572491243216,3.1257288686067155,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-97421,oxide,last_alignn_pool,96,-4.852817855819788,5.129939279598252,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-48412,oxide,last_alignn_pool,97,7.459410009027646,1.4327734592987693,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-86620,oxide,last_alignn_pool,98,2.4780973431109117,5.753501557127096,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-97619,oxide,last_alignn_pool,99,3.4006871131612018,3.752072338072806,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-88039,oxide,last_alignn_pool,100,7.41265377067391,0.16228308369265795,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-86459,oxide,last_alignn_pool,101,6.447218813938399,4.945881918851443,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-62924,oxide,last_alignn_pool,102,9.747237937713663,0.1827749519342662,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-98350,oxide,last_alignn_pool,103,8.452726378214683,2.945912203523658,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-97673,oxide,last_alignn_pool,104,0.36592569241498024,5.9560044202339215,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-62306,oxide,last_alignn_pool,105,2.837284700920496,5.369439725111236,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-42745,oxide,last_alignn_pool,106,7.610835193130484,1.6341055158267275,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-98155,oxide,last_alignn_pool,107,4.037991551373152,3.5247281497841736,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-62112,oxide,last_alignn_pool,108,8.340024235111143,1.6105062221576407,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-48177,oxide,last_alignn_pool,109,5.5634214904375865,3.912325343586797,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-61574,oxide,last_alignn_pool,110,3.1224083255589457,5.466556482443483,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-63423,oxide,last_alignn_pool,111,6.690136751338881,3.619682143631832,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-98086,oxide,last_alignn_pool,112,9.111678421206943,2.217418801498528,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-48685,oxide,last_alignn_pool,113,7.393549924287307,1.3832422039401489,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-43552,oxide,last_alignn_pool,114,-0.17345136389415486,4.262987467495604,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-61327,oxide,last_alignn_pool,115,9.563628045218913,0.8219973125247754,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-48947,oxide,last_alignn_pool,116,5.684608152561358,4.376406657587383,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-61588,oxide,last_alignn_pool,117,12.482582488484702,0.7196528262160259,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-53086,oxide,last_alignn_pool,118,-0.6723804961652016,-6.700947215221962,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-98724,oxide,last_alignn_pool,119,11.26856161635774,-0.11113130764824154,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-89038,oxide,last_alignn_pool,120,8.980448388667321,3.4350218670047092,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-88053,oxide,last_alignn_pool,121,11.90702175034347,-2.0325862519027167,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-48416,oxide,last_alignn_pool,122,-0.9361243862732643,5.391280578696662,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-49842,oxide,last_alignn_pool,123,8.580845043655824,1.0016710105905062,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-88661,oxide,last_alignn_pool,124,-1.4842485429201269,6.8516882502087295,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-48334,oxide,last_alignn_pool,125,4.173350200716044,4.698618845523956,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-85497,oxide,last_alignn_pool,126,5.661590658801694,2.34264066400534,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-91722,oxide,last_alignn_pool,127,8.772007060133724,-3.932577951934316,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-61075,oxide,last_alignn_pool,128,9.748261779078915,0.18233979850822493,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-42750,oxide,last_alignn_pool,129,4.741084995992349,4.898736827312055,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-48236,oxide,last_alignn_pool,130,6.653061669292892,2.8815534645232153,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-48336,oxide,last_alignn_pool,131,-1.7095827244304573,5.219343933078131,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-61096,oxide,last_alignn_pool,132,-0.007049589948059422,6.372897291352465,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-63469,oxide,last_alignn_pool,133,1.3652350096147374,5.161904033388537,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-61109,oxide,last_alignn_pool,134,8.340089830155083,1.6102986316932295,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-52575,oxide,last_alignn_pool,135,3.3135432639395934,1.7090075614570694,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-61909,oxide,last_alignn_pool,136,8.340047637328219,1.61053479985625,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-48885,oxide,last_alignn_pool,137,6.998155907970178,1.3323611507573754,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-43211,oxide,last_alignn_pool,138,5.424046680780387,4.453404798057964,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
JVASP-43560,oxide,last_alignn_pool,139,8.116640038083295,2.800970599321514,balanced_pool,StandardScaler fit on balanced_pool,results/embeddings/embeddings/test_set/structure_embeddings.npz,last_alignn_pool
